FirstName,MiddleName,LastName,CustomerID,Address,PostalCode,Email,Phone,DOB,SignupDate,Gender,AnnualIncome,CustomerSegment,LastPurchaseAmount,LifetimeValue,EmailOptIn
David,R,Sharma,104216,"244, Business Park, Kolkata, West Bengal",9400825,david.sharma@mail.biz,2210194932,1895-03-21,1923-11-21,Male,451327.6,Platinum,43898.34,577339.07,Y
Emma,Kr,Das,104648,"163, Business Park, Chandigarh, Punjab",1lvNkN,emma.das@yahoo.com,7655617450,1999-10-19,2015-03-09,Female,183445.45,Occasional,8042.92,52783.77,
Isha,S,Kumar_,101316,"38, Temple Rd, Hyderabad, Telangana",690514,isha.kumar_@gmail.com,6507580556,1997-12-30,2014-04-24,F,1116961.19,New,7966.88,125119.73,1
Amit,Devi,Reddy,100074,"104, Lake View, Pune, Maharashtra",772580,amit.reddy@yahoo.com,0708352662,1956-02-06,1984-01-06,F,1735606.55,Loyal,27698.53,,TRUE
Raj,,Iyer,101967,"65, 1st Main, Chandigarh, Punjab",394343,Raj67@example.com,4778648423,2000-05-27,2024-09-01,M,320633.56,New,22157.6,367693.6,0
Karthik,,Wilson Jr.,101216,"118, Temple Rd, Bengaluru, Karnataka",642902,Karthik5@example.com,62760 87188,1893-03-09,1996-06-18,M,1266005.67,Silver,6364.02,96963.31,maybe
Sara,L,Khan,104092,"204, Cross St, Ahmedabad, Gujarat",137058,sara.khan@hotmail.com,9849184209,1971-02-11,2009-01-26,Male,485246.01,Loyal,38420.97,84584.61,1
David,B,Gupta,100843,"150, Cross St, Mumbai, Maharashtra",739012,david.gupta@yahoo.com,,1986-01-21,2016-07-18,M,1619156.85,Platinum,34922.23,,N
Meera,,Khan,102338,"70, Business Park, Hyderabad, Telangana",137816,meera.khanyahoo.com,5955070568,1969-07-14,2006-10-25,F,1079468.04,Gold,1961.13,17862.05,FALSE
Sara,B,Kumar,102740,"135, Station Rd, Chandigarh, Punjab",119700,sara.kumar@hotmail.com,+91-4347758781,1991-12-12,2023-12-27,F,1762117.43,Loyal,-16985.92,-339623.29,N
Aarav,Kr,Brown,101285,"234, Lake View, Pune, Maharashtra",859959,aarav.brownyahoo.com,1149332907,1997-08-02,2018-01-02,Other,1256715.87,Occasional,27408.56,94347.24,Y
John,,Gupta,101994,"7, Industrial Area, Pune, Maharashtra",747428,john.gupta@yahoo.com,7749115482,1955-05-20,2012-04-27,M,1938206.57,Platinum,45612.43,558057.67,FALSE
Sneha,,Smith,100478,"154, Station Rd, Mumbai, Maharashtra",681811,sneha.smith@mail.biz,2320288557,1978-08-29,1995-02-02,Male,359925.56,Bronze,44607.16,323593.61,TRUE
Amit,,Iyer,103461,"208, MG Road, Ahmedabad, Gujarat",841032,amit.iyercorporate.co,9996813118,1981-02-19,2014-02-07,M,1938915.35,New,30548.09,565283.36,N/A
Sowmya,L,Iyer,104170,"215, Ring Road, Bengaluru, Karnataka",206317,sowmya.iyer@gmail.com,3668288666,1997-02-19,2015-09-03,O,1332732.88,Platinum,30955.24,217334.56,FALSE
Rohit,Na,Das,100574,"110, Industrial Area, Ahmedabad, Gujarat",239236,rohit.dashotmail.com,+91-5652494968,1984-01-12,2017-11-20,,1365061.32,Loyal,19836.32,184004.86,Y
Chen,K,Lee_,101456,"231, Business Park, New Delhi, Delhi",956572,chen.lee_@corporate.co,9579660292,1984-01-30,2001-05-01,F,1642624.16,Gold,1230.55,18854.54,No
Naveen,V,Iyer,103668,"203, Industrial Area, Chennai, Tamil Nadu",154279,naveen.iyer@hotmail.com,7616776144,1958-12-14,1993-10-19,F,977559.63,Platinum,29452.08,314231.34,n
Isha,L,Sharma,104076,"143, Lake View, Kolkata, West Bengal",892312,isha.sharma@yahoo.com,72412860,1965-09-16,2011-03-15,Other,847211.54,New,40853.23,399914.34,
Karthik,Kr,Iyer,102365,"203, Sector 18, Bengaluru, Karnataka",738318,karthik.iyer@gmail.com,2940634432,2004-01-16,2020-04-05,F,325539742.86,Platinum,23491.06,34006.92,N
Fatima,Kr,Singh,100654,"120, Park Street, Chandigarh, Punjab",363617,fatima.singh@mail.biz,9413927359,1947-01-03,1986-05-20,,1780092.65,New,37973.86,525865.09,maybe
Oliver,,Das,103806,"175, Church St, Bengaluru, Karnataka",836912,oliver.das@corporate.co,+91-8019634810,1944-11-16,2005-01-29,Male,873145.68,Silver,1154.46,19563.7,Y
Sara,,Brown,104385,"119, Industrial Area, Bengaluru, Karnataka",126476,sara.brown@example.com,0979010072,1962-10-06,1983-10-06,M,1409147.89,New,15128.45,23918.09,
Sara,,Iyer,103740,"17, Lake View, Jaipur, Rajasthan",380816,sara.iyer@corporate.co,31243 46111,1967-11-15,1998-05-01,F,878993.8,Bronze,46709.43,556404.57,N
Oliver,M,Das,101233,"199, Park Street, New Delhi, Delhi",953800,oliver.das@hotmail.com,0819797187,1950-12-05,1992-09-10,M,1182841.98,Bronze,6121.52,102686.35,
Lakshmi,B,Kumar,102309,"55, MG Road, Mumbai, Maharashtra",933973,lakshmi.kumar@gmail.com,9627034911,2002-03-03,2018-12-05,M,702946.1,Gold,22394.96,144052.64,
Rohit,M,Khan,104007,"100, Park Street, Chandigarh, Punjab",177761,rohit.khan@yahoo.com,7103652354,1999-12-25,2017-04-12,female,801387.03,Loyal,6921.18,32961.24,maybe
Raj,,Singh,103718,"69, MG Road, New Delhi, Delhi",394634,Raj17@example.com,+91-2753753796,1987-01-19,2019-01-07,Male,1365806.84,Loyal,33532.42,455232.77,No
Kumar,H,Das,102561,"58, Park Street, Hyderabad, Telangana",827241,kumar.das@gmail.com,79931 02238,1971-06-13,1986-08-14,Female,1908181.3,Gold,23514.28,102116.43,
Ananya,,Nair,103384,"156, Station Rd, Chandigarh, Punjab",97442,ananya.nair@corporate.co,+91-6695476196,1954-07-14,1984-05-09,M,1877790.16,Gold,45563.52,553386.6,N
Raj,,Smith,100440,"11, Temple Rd, Mumbai, Maharashtra",370340,raj.smith@yahoo.com,7358921465,1957-03-10,1979-12-06,Female,1567554.87,Bronze,42387.41,55434.67,
Noah,S,Johnson,100983,"88, Sector 18, Chennai, Tamil Nadu",182067,noah.johnson@gmail.com,5021339405,2006-03-01,2025-05-31,female,329921.29,Platinum,15513.37,96016.61,No
Amit,S,Smith,101880,"188, Sector 18, Mumbai, Maharashtra",221936,amit.smith@gmail.com,1610602760,1965-02-28,2023-11-09,M,1972836.64,Occasional,31564.58,114768.76,
David,P,Wilson,103448,"158, Sector 18, Ahmedabad, Gujarat",976488,david.wilson@corporate.co,89471595,1984-08-17,2015-01-13,Male,748556.21,Bronze,49534.11,571143.86,y
Priya,,Johnson,100205," 20, 1st Main, Pune, Maharashtra   ",668011,priya.johnson@hotmail.com,17716 33502,1980-09-19,2013-12-07,Male,1071075.77,Silver,36391.49,694623.2,FALSE
Sara,M,Nair,104897,"60, Cross St, Chennai, Tamil Nadu",960405,sara.nair@mail.biz,0934679225,2000-07-29,2018-06-22,M,1939481.67,Occasional,4633.01,60417.38,FALSE
Sara,,Thomas,103360," 121, Business Park, Jaipur, Rajasthan   ",338366,sara.thomas@example.com,24481 52645,1997-10-09,2022-12-11,Male,1991014.88,Gold,-4892.62,-78378.5,y
Oliver,,Kumar,102104,"128, 1st Main, Surat, Gujarat",759538,oliver.kumar@yahoo.com,2276284123,1957-02-04,2017-06-13,F,1880030.86,Silver,7690.04,50357.95,
Chen,,Dasgupta,103756,"130, Temple Rd, Chandigarh, Punjab",912433,chen.dasgupta@gmail.com,36558 17827,2003-01-11,2021-03-22,Male,1713056.01,Platinum,6491.99,96819.94,N/A
Meera,P,Patel,101408,"146, Temple Rd, Mumbai, Maharashtra",457196,Meera59@example.com,+91-7114206487,1979-05-15,2012-04-16,male,888164.93,New,20672.7,387071.56,0
Emma,,Lee,104885,"176, Lake View, Pune, Maharashtra",235877,emma.lee@yahoo.com,+91-9954853959,1982-08-22,2022-02-05,F,44169.99,Occasional,43537.91,676790.88,0
Amit,,Fernandez,100531,"161, Industrial Area, Mumbai, Maharashtra",,amit.fernandez@hotmail.com,1902216946,2003-02-02,2019-08-24,M,1457197.72,Platinum,19251.1,252916.79,
Priya,V,Patel,103722,"143, Ring Road, Kolkata, West Bengal",500286,Priya8@hotmail.com,7063120724,1999-10-08,2023-04-28,M,1393939.71,Bronze,41583.65,763776.31,1
Sara,,Wang,100979,"101, Temple Rd, Chandigarh, Punjab",601685,sara.wang@example.com,4441479915,2004-04-04,2024-11-30,Female,1431984.99,Gold,507.68,7043.49,TRUE
Ananya,Devi,Gupta,100589,"138, Park Street, Kolkata, West Bengal",374127,ananya.gupta@example.com,22897 35856,1990-01-29,2010-04-06,M,536601.55,Gold,28934.99,578471.21,N/A
Isha,,Smith,102285,"161, Lake View, Kolkata, West Bengal",294770,isha.smith@mail.biz,44647 11465,1978-07-16,2020-07-12,F,1829448.5,New,0.0,271.44,N
Aarav,P,Lee,101904,"194, Church St, Ahmedabad, Gujarat",000000,aarav.lee@corporate.co,+91-3048808191,1999-02-25,2025-01-08,Female,1455598.66,Loyal,13935.47,251819.69,y
Kumar,,Thomas,101450,"165, Industrial Area PO Box 2716, Chandigarh, Punjab",669067,kumar.thomas@hotmail.com,,1966-03-20,2008-06-25,M,1321093.7,Gold,41194.63,730337.87,No
Fatimaé,Kr,Iyer,101173," 220, Cross St, Hyderabad, Telangana   ",418957,Fatimaé14@hotmail.com,5670458590,1970-06-17,1996-06-03,,1786929.18,Gold,19540.19,350479.11,y
Fatima,,Nair,100605,"143, Business Park, Kolkata, West Bengal",509440,fatima.nair@corporate.co,9591911716,1978-07-23,2025-04-05,Male,1354224.93,Bronze,45999.88,664273.63,No
Fatima,L,Kumar,101785,"131, Business Park PO Box 5619, Chennai, Tamil Nadu",689105,fatima.kumar@example.com,25004 38189,1964-04-22,2014-07-15,M,253059.45,Bronze,6199.06,16932.38,No
Chen,,Nair,100175,"25, Cross St, Surat, Gujarat",257482,chen.nair@example.com,,1997-08-16,2014-05-19,female,1769960.12,New,35941.8,714541.23,
Priya,A,Brown,104737,"85, Lake View, Kolkata, West Bengal",559894,Priya76@mail.biz,8365681741,1974-10-05,2016-03-11,,1113862.64,Silver,16846.83,305155.3,
Ananya,,Nair,101480,"135, Industrial Area, New Delhi, Delhi",406314,ananya.nair@example.com,4115665687,1894-07-02,1982-03-14,Female,305417.76,New,48401.25,596880.21,maybe
Emma,A,Fernandez,103482,"67, Church St, New Delhi, Delhi",645976,emma.fernandez@corporate.co,,1969-09-06,1986-09-21,F,1096415.25,Occasional,31357.29,237622.98,No
Priya,Na,Gupta,CUST-RJZK08,"191, 1st Main, Ahmedabad, Gujarat",385526,priyagupta@examplecom,+91-7891427593,1894-11-09,2009-07-10,female,-5564.37,Occasional,40639.41,344305.06,Y
Sowmya,M,Gonzalez,101390,"196, Industrial Area, Ahmedabad, Gujarat",194838,sowmya.gonzalez@hotmail.com,00677 82163,2027-09-18,2025-10-22,F,1802376.23,Loyal,232.06,4945.02,Yes
David,,Sharma,101341,"204, Temple Rd, Jaipur, Rajasthan",443402,davidsharma@yahoocom,8110272952,1977-04-29,2000-11-27,M,58812.93,Bronze,30640.72,160790.99,0
Aarav,,Gonzalez,104968,"221, Ring Road, Bengaluru, Karnataka",311758,aarav.gonzalez@mail.biz,0292845662,1979-03-28,2005-05-28,M,1693776.78,Gold,3115.87,18652.93,N
Lakshmi,B,Smith,102077,"78, Sector 18, Chennai, Tamil Nadu",250855,lakshmi.smith@mail.biz,,1980-06-23,2024-08-18,,610670.16,Platinum,41808.42,560330.24,maybe
Ananya,,Dasgupta,103743,"49, Lake View, Hyderabad, Telangana",340063,ananya.dasgupta@corporate.co,+91-6657619933,1995-07-26,2023-03-25,Female,1893008.78,Bronze,4786.67,82678.4,FALSE
Liu,,Fernandez,CUST-PE6F52,"85, Temple Rd, Pune, Maharashtra",488794,liu.fernandez@yahoo.com,11035 56618,1995-06-27,2022-02-01,F,1686277.86,New,14101.99,278349.67,
Isha,T,Thomas,104894,"47, Temple Rd, Surat, Gujarat",881046,isha.thomas@mail.biz,2031685325,1983-11-08,2016-11-16,F,909018.34,Bronze,24814.7,70954.29,y
Chen,S,Dasgupta,103371,"55, Temple Rd, Hyderabad, Telangana",783161,Chen32@hotmail.com,3741124664,1999-03-03,2022-02-22,Male,1043816.74,Platinum,45805.21,,y
Sara,T,Patel,100078,"124, Park Street, Pune, Maharashtra",960307,sarapatel@corporateco,6516950310,2005-01-31,2021-05-23,M,1083179.11,Bronze,32479.13,354756.66,No
Liu,A,Khan,102907,"120, Business Park, Chandigarh, Punjab",406939,liu.khan@corporate.co,3724235034,2027-09-12,2025-03-29,male,1016048.75,Occasional,2850.66,13724.89,
Lakshmi,,Lee,104188,"115, Lake View PO Box 7567, Surat, Gujarat",166691,lakshmi.lee@mail.biz,7882310268,2006-12-18,2024-09-14,M,1717762.62,Platinum,19518.08,327817.88,
Isha,,Wilson,103824,"246, Station Rd, Chandigarh, Punjab",145115,isha.wilson@yahoo.com,0927162299,2027-11-25,2025-05-05,M,894561.59,Silver,46064.97,420518.72,No
Amit,,Thomas,100264,"53, Sector 18, Surat, Gujarat",000000,amit.thomas@example.com,+91-3896560705,1991-05-09,2014-07-25,female,446082.18,Occasional,40516.6,692192.9,
Naveen,,Thomas,CUST-CBFL5M,"149, Church St, New Delhi, Delhi",000000,naveen.thomas@gmail.com,5448886798,1947-12-04,1971-12-30,male,183625.15,Platinum,45702.07,505022.73,Y
 John ,B,Fernandez,101598,"170, Church St, Mumbai, Maharashtra",828053,john.fernandez@hotmail.com,0760946559,1963-01-01,2020-01-02,F,1730232.09,Occasional,36346.28,680479.48,Y
Kumar,,Kumar,102322,"43, Business Park, Chennai, Tamil Nadu",544499,Kumar94@hotmail.com,8265337727,1954-08-10,1993-11-25,M,1072931.5,Loyal,45741.21,843626.14,1
Oliver,,Brown,102550,"173, Lake View, Surat, Gujarat",393249,oliver.brown@example.com,+91-5760658986,1984-12-21,1975-04-18,,486429.14,New,21730.49,224997.17,N/A
Oliver,H,Wilson,104835," 45, Industrial Area, Pune, Maharashtra   ",623753,oliver.wilson@mail.biz,53541 88954,2000-07-14,2022-12-07,female,1237263.14,Loyal,7009.95,22246.39,
Sowmyaé,H,Kumar,104504,"116, Temple Rd, Jaipur, Rajasthan",365270,sowmyaé.kumar@gmail.com,6210311584,2003-08-19,2024-04-26,Female,108903.16,Occasional,26482.89,427572.05,N/A
Raj,V,Lee,104660,"103, Church St PO Box 8222, Chandigarh, Punjab",,raj.lee@yahoo.com,9063577024,1984-03-19,2013-06-25,female,396482.14,New,7582.64,49654.22,
Naveen,,Lee,101178,"216, Temple Rd PO Box 8988, Ahmedabad, Gujarat",503606,naveen.lee@yahoo.com,67902290,1948-04-13,1964-06-04,F,285333977.41,Bronze,44744.36,891350.37,N/A
Lakshmi,,Dasgupta,102070,"55, Sector 18, Chennai, Tamil Nadu",728729,lakshmi.dasgupta@hotmail.com,8292156304,1973-12-26,2024-05-28,M,465391.65,Loyal,44331.59,45623.48,Y
Lakshmi,H,Johnson,103786,"92, MG Road, Hyderabad, Telangana",466367,lakshmi.johnson@gmail.com,7930099100,1956-02-18,2018-09-11,,386201.7,Silver,11102.19,85120.81,
Noah,Na,Fernandez,104661,"47, Business Park, Surat, Gujarat",921901,noah.fernandez@hotmail.com,abcdefghij,1977-09-27,2021-06-21,M,605051.43,Platinum,39539.04,647033.19,N
Priya,A,Patel,102386,"56, Park Street, Pune, Maharashtra",364899,priya.patel@hotmail.com,95190 43631,1969-09-03,2016-05-22,F,1297967.2,Platinum,42265.11,95439.3,N
Carlos,L,Iyer,102275,"107, MG Road, Bengaluru, Karnataka",138660,carlos.iyer@hotmail.com,3124337712,1949-09-22,1972-02-12,Female,-22920.22,Gold,39967.03,318646.74,N/A
Sara,,Khan,101340,"46, Church St, Pune, Maharashtra",348949,sara.khan@example.com,+91-3180452103,1994-06-03,2021-03-27,Female,988263.49,Platinum,32655.28,266786.09,1
Sneha,H,Thomas,104863,"45, Sector 18, Kolkata, West Bengal",124524,sneha.thomas@yahoo.com,05153 38331,1973-12-11,2002-08-14,F,1729275.93,Silver,31425.76,177571.6,Yes
Emma,A,Nair,103237,"26, Sector 18, Pune, Maharashtra",949417,emma.nair@mail.biz,3900025108,1980-05-16,2008-12-16,F,1446197.79,Platinum,16131.38,19379.22,
Emma,,Smith_,102640,"12, Industrial Area, Pune, Maharashtra",233008,emma.smith_@corporate.co,3804590446,1990-06-29,2012-09-18,F,435392.9,Occasional,4504.33,65622.7,
Chen,S,Gonzalez,104220,"138, 1st Main, Chandigarh, Punjab",832115,chen.gonzalez@mail.biz,6689800514,1999-04-08,2016-09-29,O,309776.3,New,5355.86,21756.02,
David,,Kumar,100010,"197, Cross St, Ahmedabad, Gujarat",915573,david.kumar@hotmail.com,+91-9103693706,1945-01-29,1991-03-21,F,1298611.08,Bronze,5321.67,102749.91,N/A
Carlos,T,Nair,100438,"198, Church St, Hyderabad, Telangana",885032,carlos.nair@yahoo.com,8182728547,1965-09-30,1990-08-04,M,1440024.51,Occasional,22602.32,311436.65,n
Kumar,,Thomas,101366,"176, Business Park, Pune, Maharashtra",196636,kumar.thomas@example.com,13316 27385,1965-11-24,2011-05-22,Male,1273135.82,Platinum,3935.36,68872.6,Y
Oliver,Na,Reddy,100971,"84, Cross St, Kolkata, West Bengal",186970,,7419175499,2006-09-28,2025-08-25,male,1844127.66,Silver,34892.9,561505.91,
Kumar,V,Johnson,102460,"6, Park Street, Chandigarh, Punjab",393715,kumar.johnsoncorporate.co,+91-0459852431,1983-10-11,2024-01-31,F,1651800.43,Occasional,13304.36,119272.19,N/A
Ananya,K,Johnson,101482,"51, Station Rd, Surat, Gujarat",844567,ananya.johnson@example.com,12814 04033,1894-10-18,1889-06-01,female,1419447.69,Occasional,22648.7,381699.7,0
Lakshmi,T,Iyer,100669,"43, MG Road, Surat, Gujarat",EEBGO3,lakshmi.iyer@hotmail.com,6019008392,1992-04-02,2016-11-18,M,306396882.83,Silver,27688.59,53082.54,No
Sneha,B,Lee,102914,"80, Station Rd, Surat, Gujarat",792420,Sneha62@yahoo.com,+91-8339096929,1984-12-19,2012-01-23,male,30796.08,Loyal,-1015.25,-15171.82,maybe
Raj,S,Thomas,102893,"94, Business Park, Mumbai, Maharashtra",JzBkXR,raj.thomas@mail.biz,0081441775,1992-02-04,2007-02-24,M,1437846.14,Platinum,10882.33,63047.15,FALSE
Oliver,K,Khan Jr.,104221,"163, Temple Rd, Jaipur, Rajasthan",474178,oliver.khan@corporate.co,,1985-11-27,2006-01-27,F,1258276.81,Gold,2858.59,51447.56,n
Oliver,V,Das,102305,"9, Lake View, Mumbai, Maharashtra",980129,oliver.das@yahoo.com,93062 80036,1947-04-02,1986-01-26,Female,946717.8,New,23266.11,228560.25,y
Sneha,,Thomas,104807,"101, Cross St, New Delhi, Delhi",976475,sneha.thomas@yahoo.com,87999 98918,1949-08-26,1978-01-14,F,233388.5,New,7338.97,28274.67,0
Carlos,Devi,Reddy,101926,"181, Park Street, Jaipur, Rajasthan",208260,carlos.reddy@gmail.com,9841958589,1978-07-03,2006-03-26,M,224814.41,New,48939.13,60583.87,N
Isha,L,Iyer,101337,"15, Ring Road, Pune, Maharashtra",321308,isha.iyer@gmail.com,+91-1051315451,1985-09-03,2004-05-22,Female,885760.34,Platinum,38950.5,295808.68,0
Lakshmi,Na,Fernandez,103587,"161, Park Street, Ahmedabad, Gujarat",855053,lakshmi.fernandez@yahoo.com,5095933288,1993-11-11,2025-10-10,F,283028.63,Silver,13286.11,215023.23,N
Aarav,H,Thomas,103076,"23, Ring Road, Chandigarh, Punjab",223657,aarav.thomas@corporate.co,0186835043,1946-05-29,1973-10-29,O,1707710.56,Occasional,14013.7,148243.71,maybe
Chen,Kr,Iyer,104294,"127, Cross St, Chandigarh, Punjab",545473,chen.iyer@yahoo.com,,1977-11-05,2007-01-22,F,1767187.14,Occasional,4339.64,79661.39,
Chen,B,Wilson,100628,"65, MG Road, New Delhi, Delhi",578241,chen.wilson@gmail.com,,1985-07-27,2013-01-28,M,1368058.64,Gold,33704.8,205138.67,TRUE
Aarav,,Gupta,100409,"208, Station Rd, Kolkata, West Bengal",676664,aarav.gupta@example.com,74075 87309,2003-03-04,2024-05-29,male,1393202.27,Loyal,17388.31,106054.59,N
Oliver,H,Khan,104795,"59, Lake View, Ahmedabad, Gujarat",786160,oliver.khan@example.com,5045772733,1992-12-01,2017-04-30,Male,1478061.28,Loyal,14897.21,29114.63,maybe
Priya,R,Lee,101198,"21, 1st Main, Jaipur, Rajasthan",635453,priya.lee@yahoo.com,6068880718,1986-10-05,2009-11-25,F,119418.96,Platinum,0.0,-43.18,N
Sara,,Khan,102636,"116, Temple Rd, Surat, Gujarat",472628,sara.khan@example.com,,1980-06-13,2002-03-03,F,630130.74,New,14098.36,115235.93,N/A
Sneha,A,Lee,103667,"176, Sector 18, Pune, Maharashtra",230931,sneha.lee@mail.biz,+91-1009515344,1982-12-25,2015-09-17,Female,577226.4,Bronze,24438.5,87991.07,
Karthik,V,Dasgupta,102679,"18, Business Park PO Box 9997, Bengaluru, Karnataka",824225,karthikdasgupta@mailbiz,40638 98275,2028-06-03,2025-09-20,,1782741.37,Silver,34643.98,297783.74,FALSE
Carlos,,Singh,101201,"25, Business Park, Surat, Gujarat",660214,carlos.singh@gmail.com,2276309958,1954-12-16,2005-02-20,M,492577.25,New,22271.8,361373.91,
John,B,Brown,104109,"204, Industrial Area, Ahmedabad, Gujarat",394174,john.brown@corporate.co,2092274029,2027-10-06,2024-12-21,Female,1245718.83,Loyal,36049.56,693585.44,0
John,B,Iyer,100760,"58, Business Park, Jaipur, Rajasthan",816356,John59@hotmail.com,,2006-02-19,2021-07-29,Female,1923459.48,Loyal,321.94,3251.0,n
Priya,,Gonzalez,103106,"69, Business Park, Mumbai, Maharashtra",404461,priya.gonzalez@mail.biz,9113931625,1992-04-30,2016-05-21,F,287012.18,Bronze,13476.61,129835.13,Y
Isa,R,Das,CUST-OYQ3UZ,"207, Church St, Ahmedabad, Gujarat",407773,isa.das@corporate.co,7705085659,1992-02-05,2019-04-21,F,1781414.13,Silver,21481.25,52625.19,Y
Lakshmi,,Singh,104078,"127, Ring Road, Surat, Gujarat",182156,lakshmi.singh@yahoo.com,3958352966,1893-03-30,2013-09-22,Female,1465414.81,New,23931.85,260324.59,N
Meera,M,Smith,CUST-1OOMO3,"175, Station Rd, New Delhi, Delhi",458555,meera.smith@mail.biz,82495 73493,1998-02-16,2013-02-24,O,1128588.91,Bronze,36524.05,516562.16,maybe
Michael,T,Khan,101600,"91, Sector 18, Chandigarh, Punjab",7057032,michael.khan@hotmail.com,+91-3944715493,2007-05-30,2023-10-07,Male,537792.9,Gold,0.0,236.4,
Oliver,L,Iyer,102211,"152, Temple Rd, Chennai, Tamil Nadu",560852,oliver.iyer@mail.biz,8627474182,1975-07-10,2015-10-12,F,1168425.91,Platinum,11853.97,55828.25,
Noah,K,Khan,103416,"171, Lake View, Mumbai, Maharashtra",904721,noah.khan@corporate.co,1097695106,1989-02-02,2016-04-01,F,1155891.56,Silver,16445.14,78364.04,
Chen,,Brown-,101593,"122, 1st Main, Kolkata, West Bengal",790883,chen.brown-@mail.biz,2641809279,1984-10-31,2015-12-13,Male,-30653.89,Occasional,47423.74,938373.09,N/A
Fatima,M,Wang,101458,"32, 1st Main, Surat, Gujarat",189174,fatima.wang@gmail.com,+91-5641313144,1950-07-28,1976-01-10,M,1959549.76,New,13082.17,227963.54,
Aarav,R,Patel,104517,"151, Park Street, Chandigarh, Punjab",446498,aarav.patel@example.com,,1988-01-06,2005-10-04,female,1396797.31,Occasional,22990.73,212958.94,maybe
Chen,H,Iyer Jr.,102178,"37, Church St, Chandigarh, Punjab",129105,chen.iyer@yahoo.com,0999647311,1962-11-18,1990-03-23,Male,1605894.89,Bronze,32184.35,363103.08,
Fatima,,Sharma,103111,"40, MG Road, Surat, Gujarat",885666,fatima.sharma@gmail.com,25610 63338,2004-09-12,2021-01-24,Other,1329706.06,Silver,41195.12,716778.09,
Sowmya,M,Khan,102281,"168, 1st Main, Pune, Maharashtra",617253,sowmya.khan@corporate.co,7243273134,1968-10-15,2007-05-11,F,1096264.45,Occasional,7188.13,54891.35,0
John,A,Fernandez,100693,"239, Church St, Jaipur, Rajasthan",496739,john.fernandez@gmail.com,94230 28410,1967-08-23,2021-02-05,M,1254048.27,Bronze,38697.06,124607.07,N/A
Michael,Devi,Sharma,101578,"45, Church St, Mumbai, Maharashtra",961887,michael.sharma@hotmail.com,abcdefghij,1994-09-06,2018-07-08,F,216431.57,Gold,30860.08,609842.57,Y
Karthiké,S,Wang,102060,"128, Station Rd, Kolkata, West Bengal",816577,karthiké.wang@example.com,+91-5079958939,1964-12-27,1961-05-06,F,227927.97,Gold,32961.03,131693.57,
John,P,Gupta,104781,"175, Sector 18, Chandigarh, Punjab",976465,john.gupta@example.com,3380582282,1993-09-29,1991-05-19,M,993073.38,Silver,13362.43,267223.9,maybe
Kumar,S,Fernandez,102984,"137, Business Park, Jaipur, Rajasthan",704098,kumar.fernandez@corporate.co,7300853264,1966-03-18,1992-12-29,F,1453542.78,Gold,35109.32,194044.85,N
Noah,H,Wilson,102351,"221, Park Street, Kolkata, West Bengal",751054,noah.wilson@example.com,+91-1697857182,2006-09-19,2022-10-18,O,1743611.72,Loyal,11783.64,114448.48,N/A
Raj,,Singh,102613,"23, Park Street, Jaipur, Rajasthan",657834,raj.singh@hotmail.com,2257531937,2006-05-10,2021-06-02,M,1037661.9,Platinum,48961.22,798521.9,N/A
Rohit,P,Nair,103930,"30, Lake View, Chandigarh, Punjab",932707,rohit.nair@gmail.com,5808171786,1955-05-06,1974-07-23,M,1591341.92,Silver,22070.61,424338.52,N/A
Naveen,,Wang,103716,"42, Ring Road, Ahmedabad, Gujarat",938873,naveen.wang@gmail.com,31308 00652,1988-11-03,2009-12-17,Male,163543.58,New,49055.8,628358.14,1
John,A,Brown,103063,"120, 1st Main, New Delhi, Delhi",203353,johnbrown@hotmailcom,+91-2886053853,1951-11-07,2019-11-26,F,749107.02,Gold,33283.03,318319.16,maybe
John,,Iyer,101370,"81, Temple Rd, Kolkata, West Bengal",y2dvsC,john.iyer@hotmail.com,7891300729,1990-02-02,2021-08-01,Male,1543637.13,Loyal,21310.25,251060.09,TRUE
Amit,M,Johnson,104249,"215, Station Rd, Bengaluru, Karnataka",752734,amit.johnsonyahoo.com,,1992-05-01,2018-02-21,M,221678147.7,Loyal,19123.68,189311.84,N
Arav,V,Smith,CUST-GCIKVD,"56, Park Street, Surat, Gujarat",465681,Arav47@gmail.com,6490998876,1981-10-11,2011-09-14,F,1320938.87,Silver,28883.18,303523.88,TRUE
 Oliver ,M,Kumar,100042,"159, Industrial Area, Hyderabad, Telangana",491172,oliver.kumar@gmail.com,4262809604,1971-09-21,1988-08-14,M,1137900.45,Gold,46282.96,837354.36,N/A
Isha,,Singh,100417,"189, Sector 18, Chennai, Tamil Nadu",110556,isha.singh@example.com,4237183624,1959-11-02,1980-09-02,M,1484593.95,Platinum,18668.75,155480.16,Y
Chen,,Kumar,101418,"202, Cross St PO Box 8790, Hyderabad, Telangana",763709,chen.kumar@mail.biz,+91-5080634035,1949-01-18,1976-01-12,female,98857.18,Silver,21581.95,410471.07,N/A
Karthik,L,Lee,100878,"68, 1st Main, Bengaluru, Karnataka",810314,karthik.lee@example.com,5340071903,2006-05-11,2023-05-01,M,431474.93,Silver,2381.49,15305.97,N/A
Raj,,Kumar,101483,"203, Temple Rd, New Delhi, Delhi",917078,raj.kumargmail.com,0700743343,1953-01-10,1986-06-05,M,1955989.85,Gold,-18027.63,-89965.68,n
